Iso3,Location Name,AMRO subregions,Year,Sex,Age group,Measure Name En,Metric Name En,Value,Value Low,Value Up
BRA,Brazil,Southern Cone,2021,Male,0-19 years,Years Lived with Disability (YLDs),Rate,"1,225.93",720.46,"1,896.11"
BRA,Brazil,Southern Cone,2021,Male,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"1,517.44",907.66,"2,334.91"
BRA,Brazil,Southern Cone,2021,Male,0-24 years,Years Lived with Disability (YLDs),Rate,"1,515.57",905.78,"2,333.03"
BRA,Brazil,Southern Cone,2021,Male,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,186.76,121.95,273.22
BRA,Brazil,Southern Cone,2021,Male,0-27 days,Years Lived with Disability (YLDs),Rate,186.76,121.95,273.22
BRA,Brazil,Southern Cone,2021,Male,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,221.10,137.26,331.44
BRA,Brazil,Southern Cone,2021,Male,1-4 years,Years Lived with Disability (YLDs),Rate,221.10,137.26,331.44
BRA,Brazil,Southern Cone,2021,Male,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,485.94,282.26,751.03
BRA,Brazil,Southern Cone,2021,Male,1-9 years,Years Lived with Disability (YLDs),Rate,485.94,282.26,751.03
BRA,Brazil,Southern Cone,2021,Male,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,192.08,121.20,281.08
BRA,Brazil,Southern Cone,2021,Male,1-11 months,Years Lived with Disability (YLDs),Rate,192.08,121.20,281.08
BRA,Brazil,Southern Cone,2021,Male,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,691.92,395.03,"1,077.37"
BRA,Brazil,Southern Cone,2021,Male,5-9 years,Years Lived with Disability (YLDs),Rate,691.92,395.03,"1,077.37"
BRA,Brazil,Southern Cone,2021,Male,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,625.32",933.99,"2,547.20"
BRA,Brazil,Southern Cone,2021,Male,10-14 years,Years Lived with Disability (YLDs),Rate,"1,624.40",933.06,"2,546.27"
BRA,Brazil,Southern Cone,2021,Male,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,160.68","1,296.65","3,323.66"
BRA,Brazil,Southern Cone,2021,Male,10-24 years,Years Lived with Disability (YLDs),Rate,"2,157.66","1,293.63","3,320.64"
BRA,Brazil,Southern Cone,2021,Male,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"2,251.58","1,348.02","3,453.64"
BRA,Brazil,Southern Cone,2021,Male,15-19 years,Years Lived with Disability (YLDs),Rate,"2,250.72","1,347.15","3,452.77"
BRA,Brazil,Southern Cone,2021,Male,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,406.51","1,463.18","3,680.21"
BRA,Brazil,Southern Cone,2021,Male,15-24 years,Years Lived with Disability (YLDs),Rate,"2,402.54","1,459.21","3,676.24"
BRA,Brazil,Southern Cone,2021,Male,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,552.58","1,571.76","3,893.83"
BRA,Brazil,Southern Cone,2021,Male,20-24 years,Years Lived with Disability (YLDs),Rate,"2,545.68","1,564.86","3,886.92"
BRA,Brazil,Southern Cone,2021,Male,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"2,721.17","1,714.45","4,055.06"
BRA,Brazil,Southern Cone,2021,Male,25-29 years,Years Lived with Disability (YLDs),Rate,"2,715.83","1,709.10","4,049.71"
BRA,Brazil,Southern Cone,2021,Male,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,864.80","1,822.47","4,179.61"
BRA,Brazil,Southern Cone,2021,Male,25-49 years,Years Lived with Disability (YLDs),Rate,"2,837.68","1,795.34","4,152.49"
BRA,Brazil,Southern Cone,2021,Male,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"2,839.70","1,819.20","4,186.47"
BRA,Brazil,Southern Cone,2021,Male,30-34 years,Years Lived with Disability (YLDs),Rate,"2,821.49","1,800.98","4,168.25"
BRA,Brazil,Southern Cone,2021,Male,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"2,927.13","1,876.75","4,193.83"
BRA,Brazil,Southern Cone,2021,Male,35-39 years,Years Lived with Disability (YLDs),Rate,"2,892.02","1,841.64","4,158.71"
BRA,Brazil,Southern Cone,2021,Male,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"2,940.38","1,855.69","4,267.31"
BRA,Brazil,Southern Cone,2021,Male,40-44 years,Years Lived with Disability (YLDs),Rate,"2,902.99","1,818.31","4,229.92"
BRA,Brazil,Southern Cone,2021,Male,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,904.45","1,851.18","4,203.10"
BRA,Brazil,Southern Cone,2021,Male,45-49 years,Years Lived with Disability (YLDs),Rate,"2,861.94","1,808.67","4,160.59"
BRA,Brazil,Southern Cone,2021,Male,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"2,839.68","1,853.88","4,001.04"
BRA,Brazil,Southern Cone,2021,Male,50-54 years,Years Lived with Disability (YLDs),Rate,"2,788.73","1,802.93","3,950.09"
BRA,Brazil,Southern Cone,2021,Male,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,754.76","1,803.01","3,925.08"
BRA,Brazil,Southern Cone,2021,Male,50-64 years,Years Lived with Disability (YLDs),Rate,"2,689.73","1,737.98","3,860.05"
BRA,Brazil,Southern Cone,2021,Male,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"2,765.82","1,815.33","3,925.63"
BRA,Brazil,Southern Cone,2021,Male,55-59 years,Years Lived with Disability (YLDs),Rate,"2,701.24","1,750.75","3,861.05"
BRA,Brazil,Southern Cone,2021,Male,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,631.72","1,722.48","3,826.17"
BRA,Brazil,Southern Cone,2021,Male,60-64 years,Years Lived with Disability (YLDs),Rate,"2,547.95","1,638.70","3,742.40"
BRA,Brazil,Southern Cone,2021,Male,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"2,374.48","1,545.89","3,384.68"
BRA,Brazil,Southern Cone,2021,Male,65-69 years,Years Lived with Disability (YLDs),Rate,"2,312.58","1,483.99","3,322.78"
BRA,Brazil,Southern Cone,2021,Male,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,272.36","1,491.45","3,226.88"
BRA,Brazil,Southern Cone,2021,Male,65-74 years,Years Lived with Disability (YLDs),Rate,"2,209.58","1,428.68","3,164.11"
BRA,Brazil,Southern Cone,2021,Male,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,125.87","1,413.36","3,000.53"
BRA,Brazil,Southern Cone,2021,Male,70-74 years,Years Lived with Disability (YLDs),Rate,"2,061.85","1,349.34","2,936.51"
BRA,Brazil,Southern Cone,2021,Male,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"1,848.87","1,215.16","2,640.75"
BRA,Brazil,Southern Cone,2021,Male,75-79 years,Years Lived with Disability (YLDs),Rate,"1,812.89","1,179.17","2,604.77"
BRA,Brazil,Southern Cone,2021,Male,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,723.60","1,129.76","2,471.38"
BRA,Brazil,Southern Cone,2021,Male,75+ years,Years Lived with Disability (YLDs),Rate,"1,681.56","1,087.72","2,429.34"
BRA,Brazil,Southern Cone,2021,Male,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,643.12","1,062.16","2,376.15"
BRA,Brazil,Southern Cone,2021,Male,80-84 years,Years Lived with Disability (YLDs),Rate,"1,600.72","1,019.77","2,333.76"
BRA,Brazil,Southern Cone,2021,Male,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,501.39",998.75,"2,149.09"
BRA,Brazil,Southern Cone,2021,Male,85+ years,Years Lived with Disability (YLDs),Rate,"1,442.91",940.27,"2,090.60"
BRA,Brazil,Southern Cone,2021,Male,<1 year,Disability-Adjusted Life Years (DALYs),Rate,191.60,121.27,280.38
BRA,Brazil,Southern Cone,2021,Male,<1 year,Years Lived with Disability (YLDs),Rate,191.60,121.27,280.38
BRA,Brazil,Southern Cone,2021,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"2,175.23","1,369.82","3,205.46"
BRA,Brazil,Southern Cone,2021,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,"2,151.83","1,346.41","3,182.06"
BRA,Brazil,Southern Cone,2021,Male,All ages,Disability-Adjusted Life Years (DALYs),Rate,"2,280.89","1,441.42","3,351.00"
BRA,Brazil,Southern Cone,2021,Male,All ages,Years Lived with Disability (YLDs),Rate,"2,254.53","1,415.06","3,324.63"
BRA,Brazil,Southern Cone,2021,Female,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,134.36,80.74,204.20
BRA,Brazil,Southern Cone,2021,Female,0-4 years,Years Lived with Disability (YLDs),Rate,134.36,80.74,204.20
BRA,Brazil,Southern Cone,2021,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,917.84,539.72,"1,399.99"
BRA,Brazil,Southern Cone,2021,Female,0-14 years,Years Lived with Disability (YLDs),Rate,917.84,539.72,"1,399.99"
BRA,Brazil,Southern Cone,2021,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,548.44",935.47,"2,354.88"
BRA,Brazil,Southern Cone,2021,Female,0-19 years,Years Lived with Disability (YLDs),Rate,"1,548.19",935.22,"2,354.63"
BRA,Brazil,Southern Cone,2021,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,144.09","1,309.84","3,240.66"
BRA,Brazil,Southern Cone,2021,Female,0-24 years,Years Lived with Disability (YLDs),Rate,"2,142.58","1,308.33","3,239.15"
BRA,Brazil,Southern Cone,2021,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,98.53,63.09,149.90
BRA,Brazil,Southern Cone,2021,Female,0-27 days,Years Lived with Disability (YLDs),Rate,98.53,63.09,149.90
BRA,Brazil,Southern Cone,2021,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,141.96,84.80,216.01
BRA,Brazil,Southern Cone,2021,Female,1-4 years,Years Lived with Disability (YLDs),Rate,141.96,84.80,216.01
BRA,Brazil,Southern Cone,2021,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,435.31,250.65,668.60
BRA,Brazil,Southern Cone,2021,Female,1-9 years,Years Lived with Disability (YLDs),Rate,435.31,250.65,668.60
BRA,Brazil,Southern Cone,2021,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,102.74,63.70,154.91
BRA,Brazil,Southern Cone,2021,Female,1-11 months,Years Lived with Disability (YLDs),Rate,102.74,63.70,154.91
BRA,Brazil,Southern Cone,2021,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,663.37,379.58,"1,020.45"
BRA,Brazil,Southern Cone,2021,Female,5-9 years,Years Lived with Disability (YLDs),Rate,663.37,379.58,"1,020.45"
BRA,Brazil,Southern Cone,2021,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,908.26","1,130.79","2,902.95"
BRA,Brazil,Southern Cone,2021,Female,10-14 years,Years Lived with Disability (YLDs),Rate,"1,908.26","1,130.79","2,902.95"
BRA,Brazil,Southern Cone,2021,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,192.31","1,958.48","4,819.17"
BRA,Brazil,Southern Cone,2021,Female,10-24 years,Years Lived with Disability (YLDs),Rate,"3,189.89","1,956.06","4,816.75"
BRA,Brazil,Southern Cone,2021,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"3,288.58","2,027.55","4,989.87"
BRA,Brazil,Southern Cone,2021,Female,15-19 years,Years Lived with Disability (YLDs),Rate,"3,287.65","2,026.62","4,988.94"
BRA,Brazil,Southern Cone,2021,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,776.06","2,334.76","5,690.32"
BRA,Brazil,Southern Cone,2021,Female,15-24 years,Years Lived with Disability (YLDs),Rate,"3,772.54","2,331.25","5,686.80"
BRA,Brazil,Southern Cone,2021,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"4,230.18","2,620.96","6,342.84"
BRA,Brazil,Southern Cone,2021,Female,20-24 years,Years Lived with Disability (YLDs),Rate,"4,224.25","2,615.03","6,336.91"
BRA,Brazil,Southern Cone,2021,Female,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"4,447.44","2,778.69","6,575.55"
BRA,Brazil,Southern Cone,2021,Female,25-29 years,Years Lived with Disability (YLDs),Rate,"4,441.07","2,772.31","6,569.18"
BRA,Brazil,Southern Cone,2021,Female,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"4,500.39","2,854.89","6,518.77"
BRA,Brazil,Southern Cone,2021,Female,25-49 years,Years Lived with Disability (YLDs),Rate,"4,486.29","2,840.80","6,504.68"
BRA,Brazil,Southern Cone,2021,Female,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"4,502.78","2,838.14","6,578.82"
BRA,Brazil,Southern Cone,2021,Female,30-34 years,Years Lived with Disability (YLDs),Rate,"4,495.46","2,830.82","6,571.50"
BRA,Brazil,Southern Cone,2021,Female,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"4,571.06","2,935.17","6,496.96"
BRA,Brazil,Southern Cone,2021,Female,35-39 years,Years Lived with Disability (YLDs),Rate,"4,556.58","2,920.69","6,482.48"
BRA,Brazil,Southern Cone,2021,Female,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"4,553.34","2,887.43","6,582.80"
BRA,Brazil,Southern Cone,2021,Female,40-44 years,Years Lived with Disability (YLDs),Rate,"4,530.55","2,864.63","6,560.00"
BRA,Brazil,Southern Cone,2021,Female,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"4,413.62","2,828.28","6,338.52"
BRA,Brazil,Southern Cone,2021,Female,45-49 years,Years Lived with Disability (YLDs),Rate,"4,393.12","2,807.77","6,318.02"
BRA,Brazil,Southern Cone,2021,Female,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"4,221.71","2,735.06","5,981.28"
BRA,Brazil,Southern Cone,2021,Female,50-54 years,Years Lived with Disability (YLDs),Rate,"4,188.15","2,701.50","5,947.72"
BRA,Brazil,Southern Cone,2021,Female,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"3,985.08","2,585.79","5,654.19"
BRA,Brazil,Southern Cone,2021,Female,50-64 years,Years Lived with Disability (YLDs),Rate,"3,946.29","2,546.99","5,615.39"
BRA,Brazil,Southern Cone,2021,Female,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"3,998.36","2,594.25","5,642.60"
BRA,Brazil,Southern Cone,2021,Female,55-59 years,Years Lived with Disability (YLDs),Rate,"3,959.13","2,555.02","5,603.38"
BRA,Brazil,Southern Cone,2021,Female,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"3,678.25","2,392.12","5,264.81"
BRA,Brazil,Southern Cone,2021,Female,60-64 years,Years Lived with Disability (YLDs),Rate,"3,633.51","2,347.39","5,220.07"
BRA,Brazil,Southern Cone,2021,Female,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"3,282.31","2,164.40","4,641.80"
BRA,Brazil,Southern Cone,2021,Female,65-69 years,Years Lived with Disability (YLDs),Rate,"3,243.09","2,125.18","4,602.58"
BRA,Brazil,Southern Cone,2021,Female,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"3,121.14","2,071.88","4,401.83"
BRA,Brazil,Southern Cone,2021,Female,65-74 years,Years Lived with Disability (YLDs),Rate,"3,083.06","2,033.81","4,363.76"
BRA,Brazil,Southern Cone,2021,Female,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,903.97","1,947.22","4,078.49"
BRA,Brazil,Southern Cone,2021,Female,70-74 years,Years Lived with Disability (YLDs),Rate,"2,867.44","1,910.68","4,041.95"
BRA,Brazil,Southern Cone,2021,Female,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"2,550.71","1,701.34","3,608.70"
BRA,Brazil,Southern Cone,2021,Female,75-79 years,Years Lived with Disability (YLDs),Rate,"2,506.21","1,656.83","3,564.19"
BRA,Brazil,Southern Cone,2021,Female,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"2,348.04","1,566.58","3,335.00"
BRA,Brazil,Southern Cone,2021,Female,75+ years,Years Lived with Disability (YLDs),Rate,"2,307.90","1,526.44","3,294.85"
BRA,Brazil,Southern Cone,2021,Female,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"2,249.94","1,492.57","3,221.78"
BRA,Brazil,Southern Cone,2021,Female,80-84 years,Years Lived with Disability (YLDs),Rate,"2,219.49","1,462.12","3,191.33"
BRA,Brazil,Southern Cone,2021,Female,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"2,049.33","1,380.04","2,905.18"
BRA,Brazil,Southern Cone,2021,Female,85+ years,Years Lived with Disability (YLDs),Rate,"2,005.21","1,335.92","2,861.06"
BRA,Brazil,Southern Cone,2021,Female,<1 year,Disability-Adjusted Life Years (DALYs),Rate,102.36,63.65,154.46
BRA,Brazil,Southern Cone,2021,Female,<1 year,Years Lived with Disability (YLDs),Rate,102.36,63.65,154.46
BRA,Brazil,Southern Cone,2021,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"3,226.67","2,040.36","4,706.00"
BRA,Brazil,Southern Cone,2021,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,"3,212.82","2,026.50","4,692.15"
BRA,Brazil,Southern Cone,2021,Female,All ages,Disability-Adjusted Life Years (DALYs),Rate,"3,415.98","2,168.67","4,964.14"
BRA,Brazil,Southern Cone,2021,Female,All ages,Years Lived with Disability (YLDs),Rate,"3,399.41","2,152.10","4,947.56"
CHL,Chile,Southern Cone,2020,Male,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,351.37,223.58,515.22
CHL,Chile,Southern Cone,2020,Male,0-4 years,Years Lived with Disability (YLDs),Rate,351.37,223.58,515.22
CHL,Chile,Southern Cone,2020,Male,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,038.99",565.35,"1,708.32"
CHL,Chile,Southern Cone,2020,Male,0-14 years,Years Lived with Disability (YLDs),Rate,"1,038.99",565.35,"1,708.32"
CHL,Chile,Southern Cone,2020,Male,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,434.81",783.58,"2,350.83"
CHL,Chile,Southern Cone,2020,Male,0-19 years,Years Lived with Disability (YLDs),Rate,"1,434.81",783.58,"2,350.83"
CHL,Chile,Southern Cone,2020,Male,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"1,725.34",943.12,"2,836.40"
CHL,Chile,Southern Cone,2020,Male,0-24 years,Years Lived with Disability (YLDs),Rate,"1,725.34",943.12,"2,836.40"
CHL,Chile,Southern Cone,2020,Male,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,327.35,214.36,475.43
CHL,Chile,Southern Cone,2020,Male,0-27 days,Years Lived with Disability (YLDs),Rate,327.35,214.36,475.43
CHL,Chile,Southern Cone,2020,Male,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,356.20,225.55,523.48
CHL,Chile,Southern Cone,2020,Male,1-4 years,Years Lived with Disability (YLDs),Rate,356.20,225.55,523.48
CHL,Chile,Southern Cone,2020,Male,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,642.65,362.28,"1,028.26"
CHL,Chile,Southern Cone,2020,Male,1-9 years,Years Lived with Disability (YLDs),Rate,642.65,362.28,"1,028.26"
CHL,Chile,Southern Cone,2020,Male,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,329.76,214.70,478.18
CHL,Chile,Southern Cone,2020,Male,1-11 months,Years Lived with Disability (YLDs),Rate,329.76,214.70,478.18
CHL,Chile,Southern Cone,2020,Male,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,855.80,464.03,"1,403.87"
CHL,Chile,Southern Cone,2020,Male,5-9 years,Years Lived with Disability (YLDs),Rate,855.80,464.03,"1,403.87"
CHL,Chile,Southern Cone,2020,Male,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,864.01",985.89,"3,126.14"
CHL,Chile,Southern Cone,2020,Male,10-14 years,Years Lived with Disability (YLDs),Rate,"1,864.01",985.89,"3,126.14"
CHL,Chile,Southern Cone,2020,Male,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,392.71","1,300.08","3,952.36"
CHL,Chile,Southern Cone,2020,Male,10-24 years,Years Lived with Disability (YLDs),Rate,"2,392.71","1,300.08","3,952.36"
CHL,Chile,Southern Cone,2020,Male,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"2,560.67","1,404.31","4,178.36"
CHL,Chile,Southern Cone,2020,Male,15-19 years,Years Lived with Disability (YLDs),Rate,"2,560.67","1,404.31","4,178.36"
CHL,Chile,Southern Cone,2020,Male,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,628.71","1,440.33","4,321.17"
CHL,Chile,Southern Cone,2020,Male,15-24 years,Years Lived with Disability (YLDs),Rate,"2,628.71","1,440.33","4,321.17"
CHL,Chile,Southern Cone,2020,Male,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,687.31","1,471.35","4,444.16"
CHL,Chile,Southern Cone,2020,Male,20-24 years,Years Lived with Disability (YLDs),Rate,"2,687.31","1,471.35","4,444.16"
CHL,Chile,Southern Cone,2020,Male,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"2,626.92","1,517.72","4,194.96"
CHL,Chile,Southern Cone,2020,Male,25-29 years,Years Lived with Disability (YLDs),Rate,"2,626.92","1,517.72","4,194.96"
CHL,Chile,Southern Cone,2020,Male,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,502.34","1,458.77","3,914.51"
CHL,Chile,Southern Cone,2020,Male,25-49 years,Years Lived with Disability (YLDs),Rate,"2,501.04","1,457.48","3,913.22"
CHL,Chile,Southern Cone,2020,Male,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"2,569.12","1,472.94","4,044.51"
CHL,Chile,Southern Cone,2020,Male,30-34 years,Years Lived with Disability (YLDs),Rate,"2,569.12","1,472.94","4,044.51"
CHL,Chile,Southern Cone,2020,Male,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"2,522.43","1,492.96","3,851.34"
CHL,Chile,Southern Cone,2020,Male,35-39 years,Years Lived with Disability (YLDs),Rate,"2,522.43","1,492.96","3,851.34"
CHL,Chile,Southern Cone,2020,Male,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"2,433.33","1,412.36","3,827.17"
CHL,Chile,Southern Cone,2020,Male,40-44 years,Years Lived with Disability (YLDs),Rate,"2,433.33","1,412.36","3,827.17"
CHL,Chile,Southern Cone,2020,Male,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,312.60","1,377.30","3,562.49"
CHL,Chile,Southern Cone,2020,Male,45-49 years,Years Lived with Disability (YLDs),Rate,"2,305.29","1,369.99","3,555.18"
CHL,Chile,Southern Cone,2020,Male,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"2,171.22","1,312.98","3,336.67"
CHL,Chile,Southern Cone,2020,Male,50-54 years,Years Lived with Disability (YLDs),Rate,"2,150.74","1,292.49","3,316.18"
CHL,Chile,Southern Cone,2020,Male,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,010.31","1,194.28","3,116.91"
CHL,Chile,Southern Cone,2020,Male,50-64 years,Years Lived with Disability (YLDs),Rate,"2,000.76","1,184.73","3,107.36"
CHL,Chile,Southern Cone,2020,Male,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"1,987.65","1,166.76","3,065.79"
CHL,Chile,Southern Cone,2020,Male,55-59 years,Years Lived with Disability (YLDs),Rate,"1,987.65","1,166.76","3,065.79"
CHL,Chile,Southern Cone,2020,Male,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"1,831.14","1,074.60","2,895.53"
CHL,Chile,Southern Cone,2020,Male,60-64 years,Years Lived with Disability (YLDs),Rate,"1,824.51","1,067.98","2,888.91"
CHL,Chile,Southern Cone,2020,Male,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"1,670.73","1,006.21","2,596.38"
CHL,Chile,Southern Cone,2020,Male,65-69 years,Years Lived with Disability (YLDs),Rate,"1,663.81",999.29,"2,589.46"
CHL,Chile,Southern Cone,2020,Male,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"1,622.31",979.06,"2,509.32"
CHL,Chile,Southern Cone,2020,Male,65-74 years,Years Lived with Disability (YLDs),Rate,"1,598.28",955.03,"2,485.30"
CHL,Chile,Southern Cone,2020,Male,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"1,556.65",942.25,"2,391.28"
CHL,Chile,Southern Cone,2020,Male,70-74 years,Years Lived with Disability (YLDs),Rate,"1,509.42",895.02,"2,344.05"
CHL,Chile,Southern Cone,2020,Male,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"1,407.76",848.53,"2,186.46"
CHL,Chile,Southern Cone,2020,Male,75-79 years,Years Lived with Disability (YLDs),Rate,"1,369.09",809.86,"2,147.79"
CHL,Chile,Southern Cone,2020,Male,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,276.12",749.48,"2,003.24"
CHL,Chile,Southern Cone,2020,Male,75+ years,Years Lived with Disability (YLDs),Rate,"1,257.02",730.38,"1,984.15"
CHL,Chile,Southern Cone,2020,Male,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,238.12",713.04,"1,973.58"
CHL,Chile,Southern Cone,2020,Male,80-84 years,Years Lived with Disability (YLDs),Rate,"1,238.12",713.04,"1,973.58"
CHL,Chile,Southern Cone,2020,Male,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,101.63",626.66,"1,735.32"
CHL,Chile,Southern Cone,2020,Male,85+ years,Years Lived with Disability (YLDs),Rate,"1,093.97",618.99,"1,727.67"
CHL,Chile,Southern Cone,2020,Male,<1 year,Disability-Adjusted Life Years (DALYs),Rate,329.55,214.68,477.95
CHL,Chile,Southern Cone,2020,Male,<1 year,Years Lived with Disability (YLDs),Rate,329.55,214.68,477.95
CHL,Chile,Southern Cone,2020,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"1,985.78","1,137.41","3,156.11"
CHL,Chile,Southern Cone,2020,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,"1,982.10","1,133.74","3,152.43"
CHL,Chile,Southern Cone,2020,Male,All ages,Disability-Adjusted Life Years (DALYs),Rate,"2,042.91","1,176.57","3,234.92"
CHL,Chile,Southern Cone,2020,Male,All ages,Years Lived with Disability (YLDs),Rate,"2,038.23","1,171.89","3,230.24"
CHL,Chile,Southern Cone,2020,Female,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,195.41,114.16,307.67
CHL,Chile,Southern Cone,2020,Female,0-4 years,Years Lived with Disability (YLDs),Rate,195.41,114.16,307.67
CHL,Chile,Southern Cone,2020,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,246.51",651.00,"2,084.29"
CHL,Chile,Southern Cone,2020,Female,0-14 years,Years Lived with Disability (YLDs),Rate,"1,246.51",651.00,"2,084.29"
CHL,Chile,Southern Cone,2020,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"2,047.62","1,101.84","3,305.06"
CHL,Chile,Southern Cone,2020,Female,0-19 years,Years Lived with Disability (YLDs),Rate,"2,047.62","1,101.84","3,305.06"
CHL,Chile,Southern Cone,2020,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,694.26","1,466.13","4,352.42"
CHL,Chile,Southern Cone,2020,Female,0-24 years,Years Lived with Disability (YLDs),Rate,"2,691.75","1,463.62","4,349.92"
CHL,Chile,Southern Cone,2020,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,151.97,94.50,233.15
